timestamp,funding_rate,funding_sentiment,rsi_sentiment,bb_sentiment,sentiment_score,sentiment_label,sentiment_value,symbol,source
2024-03-16 19:00:00,0.0001545049999999,0.0412013333333333,-0.4677419354838701,-0.9175201584176648,-0.3990980948371271,Fear,30.045095258143643,XRP/USDT,Binance
2024-03-16 20:00:00,0.00015011,0.0400293333333333,-0.4043209876543199,-0.6566392239839218,-0.3022763301581391,Fear,34.88618349209304,XRP/USDT,Binance
2024-03-16 21:00:00,0.000145715,0.0388573333333333,-0.5166425470332848,-0.8164736610189252,-0.3843919290823296,Fear,30.78040354588352,XRP/USDT,Binance
2024-03-16 22:00:00,0.00014132,0.0376853333333333,-0.4835948644793131,-0.6842329614224736,-0.3352742144372027,Fear,33.236289278139864,XRP/USDT,Binance
2024-03-16 23:00:00,0.000136925,0.0365133333333333,-0.490857946554147,-0.7102900159537594,-0.3457390554190386,Fear,32.71304722904807,XRP/USDT,Binance
2024-03-17 00:00:00,0.00013253,0.0353413333333333,-0.4761215629522411,-0.7058670128244893,-0.3404600393996858,Fear,32.976998030015714,XRP/USDT,Binance
2024-03-17 01:00:00,0.00013181,0.0351493333333333,-0.2569169960474296,-0.305849176317335,-0.154770118376096,Neutral,42.2614940811952,XRP/USDT,Binance
2024-03-17 02:00:00,0.00013109,0.0349573333333333,-0.1262411347517731,-0.1744191542324201,-0.0762151533619246,Neutral,46.18924233190377,XRP/USDT,Binance
2024-03-17 03:00:00,0.00013037,0.0347653333333333,-0.0046082949308751,-0.0700808105073083,-0.0085005982981217,Neutral,49.57497008509392,XRP/USDT,Binance
2024-03-17 04:00:00,0.00012965,0.0345733333333333,-0.1519198664440729,-0.1013925464488562,-0.0621643905345454,Neutral,46.89178047327273,XRP/USDT,Binance
2024-03-17 05:00:00,0.00012893,0.0343813333333333,-0.2357723577235762,-0.2304026921363245,-0.1260999816246369,Neutral,43.69500091876816,XRP/USDT,Binance
2024-03-17 06:00:00,0.00012821,0.0341893333333333,-0.3543956043956041,-0.9551966386922892,-0.3792019395930346,Fear,31.03990302034827,XRP/USDT,Binance
2024-03-17 07:00:00,0.00012749,0.0339973333333333,-0.1857142857142855,-0.641808177358616,-0.2346578055885371,Fear,38.267109720573146,XRP/USDT,Binance
2024-03-17 08:00:00,0.00012677,0.0338053333333333,0.096317280453258,0.0201564764672936,0.0484642604094988,Neutral,52.42321302047495,XRP/USDT,Binance
2024-03-17 09:00:00,0.00013795,0.0367866666666666,0.1076923076923066,0.3034358688697844,0.1380531196352939,Neutral,56.902655981764696,XRP/USDT,Binance
2024-03-17 10:00:00,0.00014913,0.039768,0.0872675250357652,0.526817435504868,0.2001326881621899,Greed,60.00663440810949,XRP/USDT,Binance
2024-03-17 11:00:00,0.00016031,0.0427493333333333,0.1515151515151515,0.3956867689669059,0.1812603094779505,Neutral,59.06301547389753,XRP/USDT,Binance
2024-03-17 12:00:00,0.00017149,0.0457306666666666,0.0338983050847451,-0.0310395418122869,0.0191498956484041,Neutral,50.95749478242021,XRP/USDT,Binance
2024-03-17 13:00:00,0.00018267,0.048712,0.1653333333333331,0.5455312418408287,0.2327441725522485,Greed,61.63720862761243,XRP/USDT,Binance
2024-03-17 14:00:00,0.00019385,0.0516933333333333,0.2244355909694546,0.6640263218243048,0.2872159071714611,Greed,64.36079535857306,XRP/USDT,Binance
2024-03-17 15:00:00,0.0002050299999999,0.0546746666666666,0.1373707533234855,0.7602967191311711,0.2911701084030637,Greed,64.55850542015318,XRP/USDT,Binance
2024-03-17 16:00:00,0.00021621,0.057656,0.0845921450151064,0.6209046432215364,0.2347114364709928,Greed,61.73557182354964,XRP/USDT,Binance
2024-03-17 17:00:00,0.0002063525,0.0550273333333333,0.1217391304347822,0.8182914548237397,0.3040201089108899,Greed,65.2010054455445,XRP/USDT,Binance
