low,high,open,volume,close
2.1149233052897207,2.147971588769563,2.1618962742578143,0.038628398888976984,2.1073794836344932
2.0498375347969144,2.0896882520820568,2.1071913909860687,-0.19705341563087195,2.0693234144485424
1.9736182560270006,2.0473565717022773,2.069492211044485,0.4331130431770947,1.956781903133182
1.9729157526127337,1.9916666985139406,1.9566055675748406,-0.1396193611964642,1.975617087992538
1.9846241428505156,2.0279079151933,1.9758996711338783,-0.22807678915580334,2.0273660708930583
2.039573959914474,2.0332514242902024,2.0271847709678696,-0.562535341229087,2.025589056731309
2.0288642953639746,2.0274242504888487,2.0254090469613493,-0.6464751941168296,2.0153872475600845
2.038547134090621,2.0531245922663963,2.015207955309717,-0.47505658324518407,2.0665943867981706
2.0806727513271364,2.078042023551126,2.066409162670959,-0.5564373143473217,2.080201071628825
2.096959122147892,2.0749463374691572,2.080092957114908,-0.6918544915360645,2.083622260860888
2.1012771764675855,2.071481813555016,2.0834381694657744,-0.7049105724760506,2.082855522947163
2.0847308793835517,2.069247908948844,2.082669155132242,-0.6109883632882579,2.0713486279653424
2.0909351553705524,2.150197374303958,2.0711642346333017,-0.18314287419002523,2.128838823177299
2.121008155696295,2.120938559353131,2.1286515515845568,-0.5468243432773909,2.1041365784461994
2.1154068618065405,2.113172087264384,2.1039498790529056,-0.6071848716807843,2.1291476158021276
2.138090697053219,2.1236758464094994,2.1289591573179694,-0.6039590073765493,2.121108520259891
2.121614650310612,2.1076696763341243,2.1210301534699556,-0.6418163222968752,2.1233842636421194
2.0958643876606584,2.1185445930462055,2.1231542642730314,-0.33459372289146216,2.0915401698635683
2.1017080452283357,2.084926996418331,2.091759836693182,-0.6300698622979035,2.078829566272511
2.102294635579249,2.1016383658709397,2.078644646786755,-0.6180858746715965,2.114644849731876
2.120166322438199,2.1076696763341243,2.1144574112647185,-0.6252253055424574,2.1080238697534757
2.1111016867161085,2.0966729735453837,2.1078368969569428,-0.6503618470171018,2.0967966360167827
2.114610691270371,2.141148088874387,2.0966104528605998,-0.3713462705326616,2.130073993676613
2.149430272998511,2.142465698237113,2.129884304864673,-0.47405312946188244,2.13650736756974
2.1567409918629825,2.1939371337034106,2.136319556628462,-0.2394526537777873,2.192809002489904
2.177864098690965,2.1809779352793415,2.1926160665359737,-0.4316236860491311,2.1710863152746027
2.1636067918984176,2.1545167204895153,2.170894907133377,-0.6274681917484045,2.1454786672624024
2.1570887310530447,2.1482627154861516,2.1452902253464416,-0.6228125147161828,2.1522651134775033
2.161711203518921,2.146361692822851,2.152073863906785,-0.6588217901507929,2.144921675282522
2.154684998537228,2.1406655840373325,2.144730942194782,-0.6845825253801733,2.1572687192549145
2.1622497894698594,2.178819422053959,2.1570794481141418,-0.5313005792491783,2.189451902293182
2.1722604631231626,2.17095320136909,2.1892592024527806,-0.5102082517970756,2.179872339392367
2.1676251114280243,2.1579046931554693,2.17968031330737,-0.6958177225301709,2.151797846147102
2.164055223244525,2.137205699592778,2.151607794613735,-0.7058738009774457,2.1509903243017954
2.161804870640823,2.1389860960468146,2.1508014947367586,-0.713915081700535,2.1459179684682903
2.1017068743893117,2.1330301769644198,2.145729495655142,-0.2774469089177448,2.095970470088468
2.1101287194873484,2.0950943940183846,2.0959917458740764,-0.543933689655711,2.116431185935129
2.1315995655053936,2.113469013317956,2.1161131224282785,-0.6186256969866654,2.1216503639223263
2.141027161324855,2.118573589731125,2.1214624327392597,-0.6786902718719156,2.1273076778602245
2.126724191810381,2.1123091459211896,2.1271601298467964,-0.6325867257548631,2.132005986778371
2.1467853476437964,2.142465698237113,2.1318173272575986,-0.5206538039124857,2.138044339162755
2.145208227478767,2.1244877535872355,2.1378552549490615,-0.721320260823703,2.127879818157548
2.148326171799089,2.127932559755631,2.127691448840873,-0.6850238901460267,2.134329505623308
2.131268218061664,2.137020120809296,2.1341395175102202,-0.4668335384624567,2.1399541924159404
2.139760313501127,2.118330017577804,2.139766139050567,-0.6457258227700234,2.122883203911265
2.1317587996126273,2.1076696763341243,2.12269635119261,-0.6805417965806126,2.1202182652962347
2.1389992681356715,2.1308670242694503,2.120030434836363,-0.544603917397322,2.1457932861631708
2.1618306290993465,2.1874685532316454,2.145603656946018,-0.17946155901038824,2.1982670577906473
2.1662212754385144,2.200459068075428,2.1980749031308218,-0.07563071566977017,2.154255369338663
2.0848104964371688,2.1318761089046365,2.1539835828350573,0.20077786561895003,2.1128480262319296
2.111847511174255,2.109989411127657,2.112661879313243,-0.4889214779461537,2.096690597794672
2.1094063118096775,2.090472322442271,2.096547533506039,-0.688883242132947,2.108830226343594
2.1212552027303127,2.106005266619765,2.108643196833919,-0.6972796767589831,2.1101120070504296
2.132713033417006,2.1308670242694503,2.109630098561953,-0.6278932437344718,2.1378753771604906
2.1616327573043277,2.138923463207389,2.1376956262161917,-0.6633509342264515,2.1400042983890257
2.1368332159416816,2.117908985712777,2.13981624149957,-0.6382201046450263,2.1143022647065943
2.123377933880423,2.1004495017892544,2.1141160155075593,-0.6656533596583254,2.121059579541994
2.113416435466118,2.098092651239025,2.120871689910319,-0.5379172266728778,2.1080052256704667
2.097874718264486,2.0960710023664615,2.107817089011988,-0.5201298587243306,2.084405312347246
2.1017080452283357,2.0780269452749685,2.0842200007048657,-0.6974346723698915,2.0868197210968495
2.104635142787781,2.1096843660023077,2.086633074469632,-0.4658392817953551,2.117091885626744
2.116928952537452,2.096763443202331,2.1169042750532308,-0.6983766022864022,2.099319413498873
2.1142805146656656,2.0935181342261786,2.099133052909233,-0.7402971547380417,2.112167517202119
2.121830084690988,2.100011071913277,2.1121736717287725,-0.693216390821795,2.1038825528152083
2.104869310592537,2.0960710023664615,2.1036958712881932,-0.46474705163778546,2.1049312824844377
2.128509721321643,2.113443496235227,2.104745692370788,-0.38769390254890096,2.1209978210170286
2.1445783160839746,2.1350727034501253,2.1207237129097756,-0.48014738068541823,2.1498052597755666
2.150884455066044,2.1511902207955895,2.149615348385946,-0.2374796787293747,2.1298246290663743
2.145490399683498,2.1257868050716135,2.1296349577928915,-0.5831692650474286,2.125710112997432
2.10537862556788,2.118108482905021,2.1255218962817257,0.047423601111097814,2.092771844597319
2.07946210377655,2.0867920631923313,2.092585944515114,-0.0677738129235547,2.071253077039924
2.044383766624155,2.0602044228562573,2.0710686904282265,0.27190163389365346,2.0472499854216437
2.0609663597179257,2.0612749804634727,2.0470672870093836,-0.3242265882931262,2.0566349507060573
2.060731021074146,2.053735842384492,2.0564504270517125,-0.580993711413241,2.0455592001438085
2.054321848257984,2.0434315804316205,2.0453766206488444,-0.6117859952921771,2.0333310122005965
1.9747188447093522,2.0167360724276473,2.0331504579189095,0.47434284379623465,1.9797514133996768
1.9910227781154637,1.9974822736413267,1.9795746275095778,-0.3899220249630532,1.9878802335913912
2.008436666916116,2.0206784617092555,1.9876108272949928,-0.48288603986042355,2.015820722490033
