high,low,open,ema_14,bb_middle_20,sma_20,bb_upper_20,bb_lower_20,supertrend_10_3.0,atr_14,atr_pct_14,atr_norm_14,obv,bb_bandwidth_20,volume,macd_signal,macd_line,rsi_14,bb_percent_b_20,supertrend_trend_10_3.0,plus_di_14,minus_di_14,adx_14,macd_histogram,vo_pct_5_10,close
-0.843333860464943,-0.8818910346166436,-0.8685972460872612,,,,,,-6.391521810115655,,,,2.216671074788767,,1.3270341751433077,-0.17755761467535386,-0.16244815733025686,-0.1093188449846136,,-0.09422297339768372,-2.584757883463911,-2.4381023677740137,-0.7283269611435004,0.007708182745185038,,-0.8347327692300965
-0.8341458463779157,-0.8335702544584684,-0.8341023993947256,,,,,,-6.391521810115655,,,,2.180583849875169,,-0.24310147110636904,-0.1820141051857265,-0.1831481826047301,-0.1093188449846136,,-0.09422297339768372,-2.4702736197747464,-2.4381023677740137,5.84404577165059,-0.043353061611634956,,-0.8440242161487823
-0.8544599712734532,-0.8739044301980469,-0.8433950362919809,,,,,,-6.391521810115655,,,,2.100204747311581,,0.6137525317735347,-0.1898177235516169,-0.2028353162902923,-0.1093188449846136,,-0.09422297339768372,-2.476642377694742,-1.946714380344824,5.6364194042223295,-0.08170353333962803,,-0.8456872766867575
-0.8604178241580095,-0.8697105511654503,-0.8451667841828973,,,,,,-6.391521810115655,,,,2.0536125742829863,,-0.0398766967242317,-0.2130678768261614,-0.28183260836889507,-0.1093188449846136,,-0.09422297339768372,-2.481646827434968,-1.9694597439126589,5.4436234916103725,-0.2586856881543114,,-0.8744293012017592
-0.8842133450162099,-0.9294095074816263,-0.873840173519565,,,,,,-6.391521810115655,,,,1.9446474353309129,,1.166767237980051,-0.24695412830839422,-0.35283539701348743,-0.1093188449846136,,-0.09422297339768372,-2.4901903259181046,-1.2704851000320176,5.386176570814167,-0.3805511803665908,,-0.8791292548960361
-0.8866539112580768,-0.8724092211516427,-0.8785407291485268,,,,,,-6.391521810115655,,,,1.9692157378621773,,-0.46594221021800136,-0.282225635112343,-0.3907495521554596,-0.1093188449846136,,-0.09422297339768372,-2.4922492346392193,-1.29590626388426,5.332833001503406,-0.3964230554023596,,-0.8721516313345323
-0.8879459757390646,-0.8750714226245082,-0.871598370065752,,,,,,-6.391521810115655,,,,1.9515905517283998,,-0.6002611281166899,-0.32262444023482123,-0.4473320626889194,-0.1093188449846136,,-0.09422297339768372,-2.494509697431332,-1.287400898668602,5.285828995987573,-0.45517023139732266,,-0.8853838086584201
-0.8703595425256134,-0.8710963546718737,-0.8848322420672912,,,,,,-6.391521810115655,,,,1.9817904750728121,,-0.3569949925231419,-0.3523091631902846,-0.4350958615561436,-0.1093188449846136,,-0.09422297339768372,-2.2400829084348866,-1.335507889399846,5.0511461052638085,-0.3324112203962538,,-0.861450198307563
-0.8751688936492923,-0.8566548233944115,-0.8608955664798079,,,,,,-6.391521810115655,,,,1.9654235010201049,,-0.624602025710976,-0.37928919857355425,-0.4501094247689613,-0.1093188449846136,,-0.09422297339768372,-2.24689634450507,-1.3573036608773277,4.8332262781631705,-0.30142165299760315,,-0.8738869988524193
-0.8764250674502528,-0.8565089493411039,-0.873297801716223,,,,,,-0.8965843538868671,,,,1.9779260665266405,,-0.6993614196955111,-0.40141667124197566,-0.4526336783264327,-0.1093188449846136,,0.9117162443711816,-2.253312304512441,-1.3778279303778949,4.630872152998292,-0.24582232209743515,-2.0250823343593596,-0.8712116405956769
-0.8764609581302802,-0.8575300677142577,-0.8706221008197369,,,,,,-0.880868387770652,,,,1.9926226407585348,,-0.6569169522576443,-0.41506959954703315,-0.4338261808983816,-0.1093188449846136,,0.9117162443711816,-2.2604036184599976,-1.3835724212661262,4.446363381165719,-0.14872332019374943,-1.8243476506008258,-0.8633663332752305
-0.8761379420100335,-0.8528985665217383,-0.8628119468516161,,,,,,-0.8720391933233401,,,,1.9813340290862536,,-0.7228461138963791,-0.4254311419752155,-0.43122131085203264,-0.1093188449846136,,0.9117162443711816,-2.2597749470999458,-1.4007270004981822,4.2711913344949695,-0.11101152474831094,-1.8337452484190506,-0.8701993428769097
-0.8843210170562922,-0.8591346823006426,-0.8695735153332763,,,,,,-0.8662119249881148,,,,1.9721319371461983,,-0.7632111397093287,-0.435760202246683,-0.44069613335326596,-0.1093188449846136,,0.9117162443711816,-2.2643220205657992,-1.2988603166438635,4.130569982175763,-0.11063935311742808,-1.9359293786944791,-0.8767431245589413
-0.8874076155386525,-0.8746702689779124,-0.8761542932138228,-0.8684546234182074,,,,,-0.8662119249881148,-0.7609624467006936,-0.626688428528906,-0.6266884285289063,1.9511197793033188,,-0.5347380475754059,-0.45093872977862753,-0.4728170267474327,-1.8352224622307016,,0.9117162443711816,-2.2755018843029693,-1.0372666900915948,4.044756652470485,-0.166203217151533,-1.6705700442289424,-0.8892522320837095
