timestamp,volume_log,volume_extreme_log,ema_89,trend_strength,trend_acceleration,atr_14,volatility_zscore,atr_14_std,open,high,low,close,volume,symbol,indicators_fixed,volume_extreme,target_direction_1,target_return_1,target_volatility_1,target_direction_3,target_return_3,target_volatility_3,target_direction_5,target_return_5,target_volatility_5,target_direction_10,target_return_10,target_volatility_10,sentiment_value,sentiment_lag_1,sentiment_lag_3,sentiment_lag_5,sentiment_change,sentiment_ma_5,sentiment_ma_10,sentiment_ma_20
2025-02-09 17:00:00,-0.4671877751303139,-0.11915864618843419,0.40648700786152536,0.14628860630590643,0.026170348869389824,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.5369931130700569,0.5127779447461799,0.4907211635503266,0.4851864404484922,-0.47094977720202447,BTC/USDT,False,False,1,0.014856340415969393,0.11642608806737097,1,0.060121113143430494,0.08860791830426076,-1,-0.14332480478441711,0.32643504688085434,1,0.26188904220886533,0.31147956696448115,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-09 18:00:00,-1.374309195440263,-0.11915864618843419,0.4067029800768858,0.14628860630590643,0.026170348869389824,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.4820138535601675,0.4522674653929531,0.49698645535520675,0.4923945353730075,-0.671871388751817,BTC/USDT,False,False,-1,-0.06250753114931751,0.054704518202659494,-1,-0.42162337946201,0.28658722829011607,1,0.10372217426842067,0.35146768956435426,1,0.2979391226652648,0.3110399903120326,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-09 19:00:00,-0.7663385417361493,-0.11915864618843419,0.4059919574997337,0.14628860630590643,0.026170348869389824,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.489276766959049,0.45157707737348496,0.4767551880100377,0.4616161686154255,-0.5551001922472197,BTC/USDT,False,False,1,0.11425124226718109,0.1249873273170226,-1,-0.09958269045501444,0.45714988048137095,1,0.2866174801303514,0.3430965380960153,1,0.4164836323911274,0.30805098942135967,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-09 20:00:00,-0.018737094712708006,-0.11915864618843419,0.40687696188160677,0.14628860630590643,0.026170348869389824,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.4584143596120201,0.555094669233469,0.5083726048581917,0.5143563893303543,-0.29635634607559336,BTC/USDT,False,False,-1,-0.4463187524292561,0.39638284457955775,1,0.05659573488982872,0.48508674413866315,-1,-0.2829786744491335,0.4052621615866158,1,0.32386195088045877,0.30806078880770915,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-09 21:00:00,1.2179108789573732,-0.11915864618843419,0.40086391167074975,0.14628860630590643,0.026170348869389824,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.5112644910844298,0.4637197843040995,0.24827570760856266,0.2847894873404138,0.7386498742338671,BTC/USDT,False,False,1,0.45948922647673274,0.6405029643373059,1,1.0854822879802413,0.18421506517305464,1,0.448681816749283,0.3163042914829473,1,1.5795552255848166,0.24838258426039678,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-09 22:00:00,0.8406348295244732,-0.11915864618843419,0.39890530270216285,0.14628860630590643,0.026170348869389824,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.28123906946506133,0.4875787820356571,0.26152398718358444,0.4156471885871658,0.30061918038715696,BTC/USDT,False,False,1,0.3075194109386201,0.10745888710266818,-1,-0.11269819642755541,0.35121596127573945,1,0.4730075637258413,0.3230011873008504,1,0.8911709012970244,0.21929891675772323,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-09 23:00:00,-0.14226536326803868,-0.11915864618843419,0.40082000667014206,0.6673328772443159,0.026170348869389824,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.4123296817166536,0.5138744433653312,0.44701929842217203,0.5434667671797846,-0.3513472516637123,BTC/USDT,False,False,1,0.09284222609131487,0.1517996931715675,-1,-0.24085633781738613,0.28019216970608496,1,0.17596543126949205,0.3068305938357628,1,0.44082701998888263,0.2064123427451394,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 00:00:00,0.49277352246993994,-0.11915864618843419,0.40420396716859835,0.961816276949052,0.6782940813146633,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.5404355350371987,0.6244989707198216,0.5904227111573889,0.5939234316514062,0.005153094810093171,BTC/USDT,False,False,-1,-0.3790369592630045,0.333668971864823,1,0.030859232019031735,0.4332053874341438,1,0.10093610126268371,0.3072343507947984,1,0.3417584720460818,0.2063296563239595,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 01:00:00,0.603408237379073,-0.11915864618843419,0.4007676128270339,-0.08167522769998409,-0.9972862710406311,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.5909973513291359,0.5657347669452432,0.35496024298576945,0.36880450008320825,0.0897243254156204,BTC/USDT,False,False,1,0.11866680536253038,0.35192970698878906,1,0.7328913587090753,0.2355111881123302,1,0.8463355324381383,0.194547343509624,1,1.1216274452415123,0.14570523224550266,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 02:00:00,0.13992412401468746,-0.11915864618843419,0.3987189242917568,0.8754321791113652,0.6354164425790189,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.3654092713205915,0.4090166865263849,0.3858793610569079,0.41256935191140764,-0.21658586986194764,BTC/USDT,False,False,1,0.4839964476123937,0.2583270674033338,1,0.5848771709810889,0.26031070993838923,1,0.7806223532045953,0.19655603542845096,1,0.7528512762085398,0.15355922404751027,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 03:00:00,0.7405827224856892,-0.11915864618843419,0.4026987280022367,1.3980047045242991,0.8745832983207759,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.4092653292141101,0.6187322002042774,0.4577459435246445,0.6122514526302765,0.20640109449352043,BTC/USDT,False,False,1,0.04384910562743505,0.31123117023879865,1,0.11218495293291308,0.011327592828869058,1,0.28388403961312725,0.022677043292871325,1,0.45577772291594565,0.08093558917427247,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 04:00:00,-0.023447554043611322,-0.11915864618843419,0.40739448401365375,1.3156890813197177,0.1351741941009192,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.6093635679515134,0.6361949559907791,0.6249109118666029,0.639098131247212,-0.29856221344230366,BTC/USDT,False,False,1,0.023116349933319347,0.014660272143993219,1,0.14947951549622096,0.028412863963131516,1,0.22522906003577337,0.03391424888768129,1,0.10209721220548418,0.11322366521649924,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 05:00:00,0.7237946718037046,-0.11915864618843419,0.41242854368826193,1.2161017111308872,-0.1453976009613505,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.6362661951166846,0.734595554294719,0.6535605589124449,0.6538717472908531,0.19137134239538278,BTC/USDT,False,False,1,0.0413920709190998,0.012922886240118654,1,0.20216215415148087,0.01958031744237026,1,0.21874327720491205,0.03474079981394525,1,0.06319655141793845,0.11353303627024677,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 06:00:00,0.04666472603093208,-0.11915864618843419,0.4181616723660793,1.5718215902195538,1.4602694672252516,0.6033421157540404,0.019432613883128003,0.07716942730070969,0.6510507010218055,0.6407230891772796,0.6534829701594445,0.6809368530267117,-0.26478739012170704,BTC/USDT,False,False,1,0.07885218283488538,0.026488299159658973,1,0.14994745715124913,0.04540485172366705,1,0.14910177915486655,0.04356833545232644,1,0.043946094501545074,0.11314649552479063,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 07:00:00,-0.48370021854805023,-0.11915864618843419,0.425376182951174,1.6469519777646142,1.2322236673664662,0.41618574063590524,-2.648296953200452,-2.7382887690290283,0.678172210508588,0.6952434371851367,0.7133038987236807,0.7346302102605855,-0.47618073654807913,BTC/USDT,False,False,1,0.07000754567816658,0.006254102910650363,1,0.08476589314545335,0.037976820337655065,-1,-0.015596275620193056,0.05310213974885891,1,0.01859659900640187,0.11167171520148599,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 08:00:00,0.41916996998371964,-0.11915864618843419,0.433971329860615,1.5112066819074823,0.19685349360992835,0.3210055028960014,-2.256338803272873,-2.324625480422808,0.7319973632318053,0.7804657465292613,0.763348644409716,0.7860598682619646,-0.046813252286967734,BTC/USDT,False,False,-1,-0.0038397401587200175,0.05221791658748381,-1,-0.004572322162688769,0.018030212949018607,1,0.13388567658697204,0.1181108143480988,-1,-0.03167785630944808,0.10961653076582428,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 09:00:00,-0.2079881634710789,-0.11915864618843419,0.44228503885874704,1.410951469830692,-0.03375252524262387,0.17464408277997662,-2.1949557740027106,-2.2598432944746425,0.783534200774553,0.7748411147236095,0.787866690358222,0.783041602618641,-0.378308575985403,BTC/USDT,False,False,1,0.017700456144302157,0.01523121887395638,-1,-0.07645684136830899,0.04716235738132381,-1,-0.1004970024353602,0.16113623697537185,-1,-0.07265301841466187,0.11068033694755848,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 10:00:00,-0.12432678100824951,-0.11915864618843419,0.4508292841849041,1.351057393695791,-0.056938959383483534,0.03747688382891897,-2.066365714457076,-2.1241324107398736,0.7805096450577592,0.7946999230482598,0.8116670403414665,0.7969017961649563,-0.3437196495397218,BTC/USDT,False,False,-1,-0.01811521435805341,0.02532550348495862,1,0.11845904959861198,0.1638875607829522,-1,-0.12762878671520328,0.16036700298148066,-1,-0.10024416418493776,0.1104953472125266,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 11:00:00,-0.8556266658812554,-0.11915864618843419,0.45875111799719176,1.2750481235602524,-0.3795299913761924,-0.11940947637809328,-1.998021988959787,-2.052004071910759,0.7943987232835631,0.7802423856994357,0.8156434639327987,0.7824657493051103,-0.5762987760989473,BTC/USDT,False,False,-1,-0.07577716255992795,0.04077315458997294,-1,-0.0998350159111725,0.22677277612466826,-1,-0.09151120167150084,0.16131329687235607,-1,-0.0728333745971198,0.11050675962882618,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 12:00:00,0.18469381184330755,-0.11915864618843419,0.4647203462231805,1.1180007198048652,-1.1623644221835983,-0.10442282741083593,-1.6182944840338866,-1.6512487145061332,0.7799524900572965,0.760444493964739,0.726086645780694,0.7231727150224411,-0.19203612599021258,BTC/USDT,False,False,1,0.2324884595990675,0.21797671183531572,-1,-0.03868858386383689,0.22156796909700255,1,0.03473460510131354,0.15815670440445515,1,0.004008895134220314,0.107440101697181,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 13:00:00,0.582295735768868,-0.11915864618843419,0.4755944917305032,1.1121607869383383,-0.24161525154979732,0.055872976226950526,-1.059147803476595,-1.0611386358272807,0.720535888936583,0.8755159323857908,0.7670729045537924,0.8913020255620838,0.07295806894516935,BTC/USDT,False,False,-1,-0.20975354192749385,0.31271231820494305,-1,-0.2024461429097324,0.1251229623353972,-1,-0.1460143084219664,0.10528852650835095,-1,-0.17736037676949445,0.07263356814123023,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 14:00:00,1.0098821881938664,-0.11915864618843419,0.48062539615039457,0.9307892908025736,-1.5018140884266105,0.3074111260817344,-0.3415235682034689,-0.3037751234179724,0.8889956830048864,0.8647540014941096,0.7040902343047402,0.704348268773287,0.4796738539599886,BTC/USDT,False,False,-1,-0.01299652798177997,0.13912821880703038,1,0.06238897271947108,0.03286299451625948,1,0.030954854065061044,0.037541015888300576,1,0.14090378926882674,0.03876980344364416,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 15:00:00,0.5092468210730065,-0.11915864618843419,0.4852702239304237,0.7514792754204946,-1.4603142819636172,0.2982739925794255,-0.357223608218231,-0.3203445714188769,0.7016523140994925,0.7142088021904787,0.6665760722284653,0.6951941867892567,0.01724129919454055,BTC/USDT,False,False,1,0.022536410441678534,0.025125581714711537,1,0.09488714256938757,0.01911819411791411,1,0.03139102037440278,0.037486726474629015,1,0.2165951842575784,0.039244288840404096,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 16:00:00,-0.004576074312702895,-0.11915864618843419,0.49028126052724647,0.620723405177354,-1.134523636315924,0.2186080795833934,-0.5684215832401577,-0.5432378800812604,0.6924791549847397,0.6834865353242257,0.6708046592670505,0.7108613683194083,-0.28967077756777226,BTC/USDT,False,False,1,0.05265508444758171,0.021297118629921136,1,0.021508973487871508,0.049969297664127346,1,0.0205592266065866,0.036655498379572014,1,0.12662360626041513,0.0455774336663828,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 17:00:00,-0.08993481264926118,-0.11915864618843419,0.4963024493667106,0.6062962909894877,-0.4423017895127589,0.19010075773296606,-0.6280215091249495,-0.6061382212190713,0.7081789869620495,0.7057007851270534,0.6730547331040981,0.7482918336987903,-0.3287626652438525,BTC/USDT,False,False,1,0.017195621315476695,0.025073626837945832,-1,-0.04179491291956916,0.03161171814136217,-1,-0.029694290512381927,0.025217675690693057,1,0.029296243722667814,0.045838047766079505,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 18:00:00,-0.6179872771230872,-0.11915864618843419,0.5025753711875833,0.41536733437159845,-1.3878062503405815,0.05273784376116393,-0.973732893828641,-0.9709937761592159,0.7456675591360008,0.7116096943524871,0.7314208725495543,0.7611591767045384,-0.5160714695842521,BTC/USDT,False,False,-1,-0.045992889702734185,0.044681024634057785,-1,-0.046879876798535114,0.029012783392148404,-1,-0.03670561305260911,0.02371505384935835,1,0.13020448809209562,0.058241020336764954,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 19:00:00,-0.6400327414693269,-0.11915864618843419,0.5076599718375426,0.41076869849611974,-0.33784209167701323,-0.05851772846061164,-1.1996273171208496,-1.2093973660172812,0.7586015145038718,0.729925282398329,0.7452704649603425,0.7261512666441425,-0.5221910070201764,BTC/USDT,False,False,-1,-0.012578956193839752,0.023627218970255662,0,-0.00010938222777490125,0.012208346345391986,1,0.10664767207820636,0.04291106290026002,1,0.28308120547527915,0.0578175120366446,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 20:00:00,-1.034135501562505,-0.11915864618843419,0.5123578975628653,0.40661422705076655,-0.3286925289331603,-0.20554763865306003,-1.4534299431239222,-1.477254607788435,0.7235007494747583,0.6976191841932997,0.738093505307694,0.7170170416709246,-0.614096634587475,BTC/USDT,False,False,1,0.011797608862848863,0.017236834453619558,1,0.022598236695036578,0.005855663150929657,1,0.17956736118949834,0.03987493957600052,1,0.29948202404430013,0.0569968388818972,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 21:00:00,-1.18816805221573,-0.11915864618843419,0.5172048799352809,0.39389982219644865,-0.3690585453482876,-0.3410974340354995,-1.6074628359767533,-1.6398172513329172,0.7143474887528803,0.6763795998297192,0.721605895294853,0.7254761282765552,-0.6423578564678689,BTC/USDT,False,False,0,0.000821130153180194,0.0077615425291564805,1,0.10767753408703107,0.052528072063534006,1,0.10392770638750504,0.05619793313740132,1,0.2438482844894121,0.05993189380397561,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 22:00:00,-1.5119586097926225,-0.11915864618843419,0.5219620005317267,0.33506366799761805,-0.6100896768469832,-0.4704281465285671,-1.6943987994187863,-1.7315673949189765,0.7228242041170525,0.6983501832727358,0.7481412488214024,0.7260718386008954,-0.6908497010531008,BTC/USDT,False,False,1,0.00984547741978048,0.006381177147995346,1,0.1648570496845463,0.04306711948359515,1,0.060795823067144816,0.06215016052423736,1,0.23429501404238495,0.060305007177803745,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-10 23:00:00,-1.4508118644634196,-0.11915864618843419,0.5268275946581638,0.2703583553200281,-0.6243776410008002,-0.5842970423300703,-1.7196847937044948,-1.7582536305638712,0.723421155903262,0.6891111671298773,0.7401496072622349,0.7332203624929791,-0.6826958660833807,BTC/USDT,False,False,1,0.09597830327042511,0.06090510524175078,1,0.09226808105031825,0.07665497701533479,1,0.17327008587025028,0.07723892498425065,1,0.15740008425725005,0.06491833293182418,48.58406925029916,48.58406925029916,48.58406925029916,48.58406925029916,0.0,48.58406925029916,48.58406925029916,48.58406925029916
2025-02-11 00:00:00,0.17569756291515157,-0.11915864618843419,0.5336936196531784,0.3467943605189642,0.14712716304748433,-0.46239539188672235,-1.362689578099033,-1.381489389454641,0.7305845773377752,0.830945294070243,0.7724071313226527,0.8035936088083813,-0.19704547430208635,BTC/USDT,False,False,1,0.05248460229273544,0.03075469090022434,-1,-0.04153795501605173,0.05715826032291051,1,0.15943062805684405,0.07485884397941454,1,0.044824420225527906,0.058902901336207424,36.75992538902974,48.58406925029916,48.58406925029916,48.58406925029916,-11.82414386126942,46.21924047804528,47.401654864172215,47.99286205723568
2025-02-11 01:00:00,-0.6106315968821803,-0.11915864618843419,0.5416707715089968,0.4899772865364719,0.5065162195453929,-0.5335658822744952,-1.3869586031003727,-1.4071023399575855,0.8011044816819847,0.8201021410586257,0.8447974378731495,0.8457698997716732,-0.5140036689860688,BTC/USDT,False,False,-1,-0.053083825111970406,0.07464815089706726,1,0.01713896166817208,0.09416876881572231,1,0.10165986852491193,0.07498300340043497,1,0.036156165710938604,0.058196167754148924,36.75992538902974,36.75992538902974,48.58406925029916,48.58406925029916,0.0,43.85441170579139,46.21924047804527,47.401654864172215
